video_id,duration,theoretical_duration
e-sf-hyrkTs_20_35,15.015,15
E2r6nnkwl0c_6_18,5.949749,12
e3XkmpNcSt4_8_19,11.011,11
e40bBP0_AbE_64_67,3.033333,3
E4k0Aylzdyo_97_104,7.041667,7
e4QGnppJ-ys_6_14,8.04,8
E61HNXjgyqA_22_32,10.01,10
E6sqA9QtV5I_195_201,6.006,6
e996zZ0uV_A_152_163,11.015299,11
e996zZ0uV_A_196_204,8.011127,8
e996zZ0uV_A_68_72,4.005563,4
EA-J-Y6QjUo_40_61,21.012517,21
Ea0thGZKPXA_25_35,10.033333,10
Eamd2wMKixs_48_72,24.04,24
eb-Zp4pJLKk_2_19,17.04,17
EBWPZIjtnTM_1_6,5.005,5
ecm9gf2Pgkc_1_24,23.023,23
ecVwxlXc1PQ_0_12,11.433714,12
edqyq4Q-7uU_103_109,6.04,6
EdrZtaBUXIo_25_29,4.004,4
EiylMb_mWk4_2_20,18.066667,18
eiyuac7hA4A_4_47,43.033333,43
EjAoBKagWQA_132_145,13.013,13
ejgwQqCHN1E_7_12,5.04,5
EKL6elkbFy0_16_30,14.033333,14
eKtsMfmQ_0s_61_68,7.033333,7
elQqQfux7Po_12_22,10.04,10
Els1Cclg_sk_4_15,11.04,11
emblM4a76jg_5_15,10.027855,10
eoP-SCgYM2w_49_60,11.033333,11
EPgQ9QwbsLE_16_23,7.066667,7
EpMuCrbxE8A_107_115,8.033333,8
ePujnD4qJO0_62_77,15.04,15
EPXsiQw9vvo_1_12,9.766667,11
EqOGzNkekMk_5_15,10.033333,10
eroAmLZ85DI_28_35,7.007,7
eTnlw7v8ea0_36_50,14.04,14
ETUJipdnfOM_0_5,5.04,5
EVqc7e8JCco_5_15,10.01,10
eVSQiPbepXg_44_49,5.005005,5
eVSQiPbepXg_83_93,10.01001,10
EwTZ2xpQwpA_14_21,7.007,7
EXyp0Q7L1zE_30_38,8.008,8
eyhzdC936uk_15_27,12.066667,12
eyMYc-37Sk4_0_10,10.033333,10
eZLxohGP4IE_147_158,11.011,11
eZLxohGP4IE_15_25,10.01,10
eZLxohGP4IE_190_201,11.011,11
f-24IxG9ijw_25_40,15.04,15
F1BwUJ4--Qw_21_38,17.013928,17
F2Ny7rq9RKs_139_148,9.033333,9
F3pmw2ga244_59_65,6.016646,6
F44bLc6t7-I_1_8,7.033333,7
f9Won2JpOEU_60_80,20.02,20
f9_bP219ehQ_63_70,7.033333,7
FA3OfhJK0mI_195_203,8.008,8
FAD8CbQuvco_35_45,10.01,10
FavUpD_IjVY_22_26,4.04,4
fBA_lxUiwSg_2_4,2.005571,2
FCjpuJaUec0_19_26,7.033333,7
fcvW1vr8hAs_104_108,4.033333,4
fcvW1vr8hAs_96_102,6.033333,6
fd7Ky1lEPT8_40_50,10.027743,10
Fe4tO5vW9_E_64_70,6.04,6
fEsrO_poIUg_161_168,7.007,7
FeTaKOPVaJg_15_25,10.041667,10
FeTaKOPVaJg_60_70,10.041667,10
fF89MasBFLw_321_326,5.005339,5
Ffv7fhL1EDY_177_184,7.007,7
fGc6_D0JEIQ_31_46,15.015,15
FGjtmhI-Rmk_30_37,7.007,7
fgWFxFg7-GU_10_26,16.016,16
FH8vgAp4VDU_10_14,4.04,4
fHfpMUDrQCs_17_31,14.033333,14
FHwC2THZJfA_0_10,10.01,10
fIaLVw_Gc_w_99_109,10.01,10
ficwZQYmRLE_5_20,15.033333,15
fjDvKHkmxs0_119_126,7.007,7
fjDvKHkmxs0_72_87,15.015,15
fJr2evLANsE_0_10,10.04,10
fkONJEgTNJY_25_35,10.002869,10
fKqBnl8D1Qo_5_44,39.005633,39
fMFvOgb4k6E_35_43,8.008,8
fMXfphSi6Yw_7_12,5.005,5
fnpp8v9NbmY_181_188,7.033333,7
FoL7aWvpvNs_199_204,5.066667,5
FOOM-wA2rOY_77_86,9.009,9
fqly5kyO2MI_10_20,10.01,10
fr9H1WLcF1A_141_148,7.007,7
fr9H1WLcF1A_256_261,5.005,5
fr9H1WLcF1A_326_336,10.01,10
FTh5zPk34bQ_16_30,14.04,14
fvBs0xpEZhQ_10_30,20.02,20
FvfjDQj5sOY_1_10,9.04,9
fVWUaH2mCt4_1_7,6.04,6
fw8qvK67jYY_50_97,46.76235,47
FwCmcZpkk-k_22_32,10.033333,10
FWzsXeXCwuc_106_110,4.04,4
FWzsXeXCwuc_111_116,5.04,5
fX5G_JwPlLo_640_660,20.02,20
FxIuFwMhOu8_18_26,8.033333,8
FXWdmIHXS_U_3_10,7.060077,7
fY0lZTWlBAg_470_485,15.033333,15
f_CvW22Eauc_16_23,7.04,7
f_GnkweYzzI_35_41,6.033333,6
G-M78KIy19E_315_330,15.015,15
g1Gldu1KS44_8_14,6.006,6
g2IYQq7IkXc_124_132,8.033333,8
g2IYQq7IkXc_23_32,9.033333,9
g36ho6UrBz0_5_20,15.041667,15
G6w6kO8UPyg_31_41,10.01,10
g8LUhxR-6Wg_0_8,8.008,8
g9aZcaEg7iY_0_9,9.066667,9
gbbRwBZuhzI_26_40,14.041667,14
gbUhorqLCzU_10_23,13.060773,13
gbW9f8xydks_0_10,10.033333,10
GcfWD62sbcs_13_33,20.02,20
gCra4qOrjFw_1_17,14.681333,16
ge7OOILJA6U_20_25,5.005,5
GEXqMH8I3_w_14_18,4.066667,4
GEXqMH8I3_w_63_68,5.066667,5
gGDtPJzh_0s_30_45,15.004172,15
ggic669elLM_200_215,15.015,15
ggWzbEFC-RE_1_11,10.067783,10
Gh4Beb8StFM_29_50,21.021,21
ghynaoVNwZc_1_20,19.004292,19
gHyXstpe_N8_116_125,9.010212,9
gHyXstpe_N8_140_150,10.011346,10
gHyXstpe_N8_95_100,5.005673,5
gHzws6FpuNE_10_12,2.04,2
giLxPCgLLqg_9_19,10.04,10
gIvetX_oXeI_85_90,5.033333,5
gjVBEJGHrXk_26_38,12.04,12
glii-kazad8_21_29,8.008,8
glrijRGnmc0_211_215,4.004,4
GlW6n43pUQA_0_12,12.041667,12
Gm1WnWVXYzQ_0_9,9.009,9
gMqKUPeTAkg_17_30,13.014316,13
GMuijLIJH-U_1_10,9.009,9
Gn4Iv5ARIXc_37_40,3.003,3
Gn4Iv5ARIXc_83_93,10.01,10
gnEE6oWoz7U_124_132,8.071429,8
GnwKcpfr_ng_10_20,10.027855,10
GnwKcpfr_ng_47_57,10.027855,10
Goj131_GxYs_2_7,5.005,5
GopEjCCu2jo_2_9,6.0,7
gp8XjWSoP2k_0_10,10.142857,10
GPT4vUwlrXY_1_10,9.066667,9
GPyFZMJ5Dow_56_70,14.014,14
gqSOvUH_njE_151_155,4.004,4
gqxpGOHUH9k_113_119,6.033333,6
gtixLEvO2Us_0_6,6.041667,6
gtIz1u8g1F0_3_13,10.04,10
GtrTNldo0LI_33_46,13.013,13
gvVsgOK1iJw_32_38,6.006,6
Gw0FU733zzg_58_66,8.04,8
GWQTAe64m-0_160_166,6.006,6
GWQTAe64m-0_91_94,3.003,3
gWRRHV7DLV0_21_31,10.027855,10
gXVaC3gBWbc_22_30,8.008,8
GY5Dl00LrEI_2_13,11.04,11
GyIs9B3A1Z0_0_7,6.8,7
gyOVZz7kXyM_1_10,9.009,9
GzlnqrzdYHU_32_40,8.008,8
G_hxdUG6QXE_23_28,5.005,5
h0JvF9vpqx8_213_223,10.033333,10
h0JvF9vpqx8_36_42,6.033333,6
H1Bok7Dg7g8_21_26,5.005,5
H7vezmDeZaw_2_7,4.65,5
H9Oplnr8WcE_24_34,10.01,10
haJn6k5zVnE_1_23,22.020553,22
HAjwXjwN9-A_16_24,8.008,8
HBCJYhUjVf0_0_9,8.916201,9
hbE29pZh76I_3_8,5.013928,5
hcCLIzzB1jQ_1_7,5.96,6
Hd-NeIhbYGc_28_31,3.003,3
Hd-NeIhbYGc_43_48,5.005,5
HDcIB1e9s5A_28_34,6.04,6
He7Ge7Sogrk_47_70,23.04,23
hEOGZoYSvT4_82_86,4.005563,4
hFERWnoc-nU_0_12,12.04,12
hJFBXHtxKIc_118_123,5.005,5
hJFBXHtxKIc_163_168,5.005,5
hJFBXHtxKIc_204_209,5.005,5
hJFBXHtxKIc_225_230,5.005,5
hJFBXHtxKIc_286_291,5.005,5
hJFBXHtxKIc_298_303,5.005,5
hJFBXHtxKIc_310_315,5.005,5
hJFBXHtxKIc_317_322,5.005,5
HJHPB_Y8GZE_22_28,6.04,6
HJHPB_Y8GZE_259_263,4.04,4
hJuqBDw_TT4_105_112,7.007,7
hJuqBDw_TT4_14_25,11.011,11
hkkmKk9LcQk_36_43,7.033333,7
HkpUWzNNVt4_20_30,10.027743,10
hksxtbcS780_7_14,7.04,7
HkuOqWzXYVg_0_12,12.033333,12
HM-ZDoRWiH4_0_5,5.005,5
hM3jzlyNIpc_0_10,9.8098,10
HmVPxs4ygMc_44_53,9.009,9
HN-ccxID8IM_3_10,7.017301,7
hNECyt6Bo0A_5_10,5.005,5
hNOzHvsEmg4_31_36,5.04,5
hNPZmTlY_3Q_0_8,8.033333,8
hoinj6vyQ2g_8_16,8.033333,8
HO_ovIrLWfQ_1_11,10.04,10
HPFLN5azwtA_56_63,7.033333,7
hPyU5KjpWVc_0_35,34.541667,35
HqbVbPvlDoM_0_11,11.011,11
hReROJQpSow_24_30,6.006,6
hSgGBHbJrmE_0_17,16.883533,17
ht2oIYBSoI0_9_21,12.04,12
htry5uxX0-Y_45_52,7.007,7
htWPOGTagec_2_18,16.005658,16
Hu9Sq1RvuoA_19_62,43.009633,43
HV12kTtdTT4_5_14,9.033333,9
HVR7KpItLfA_62_70,8.04,8
hW8TKz2Aea4_40_50,10.01,10
hW8TKz2Aea4_5_12,7.007,7
hWhKdXcqYeU_3_12,9.033333,9
hXn7D6-AAMA_0_9,8.133333,9
HxRK-WqZ5Gk_30_50,20.02,20
hxZ-5wELSJM_0_12,12.04,12
HYbEf-JKZnA_13_26,13.013,13
HypgcCT1r68_38_46,8.008,8
HZ-BuDDmvVk_0_10,10.033333,10
HZqscSWtHmo_24_34,10.01,10
HzYtvOYOEoU_21_32,11.04,11
i2GgBwlwV0c_24_31,7.007,7
i2sRHf9m5KM_28_42,14.076923,14
i3cHNObcEh8_0_10,10.033333,10
i3fd4nE8OCI_174_181,7.04,7
I9gLTZY1ouc_142_147,5.04,5
iarsmqA3dck_19_25,6.006,6
IAvBB2lv8iw_142_148,6.006,6
IBgsLmDcL78_80_84,4.04,4
ibSwITK4jjQ_14_24,10.01,10
iCiGjZEV7VI_65_75,10.04,10
ID2xXlUENG0_19_24,5.005,5
idRc_KkInds_0_6,6.033333,6
idXJu0BQRvo_2_6,4.066667,4
IEQyCcageGg_99_126,27.066667,27
iEW-EkPQywU_61_83,22.022,22
ifS2nXfCyYo_4_34,30.03,30
IHIa75B9AhI_2_26,24.066667,24
IhwPQL9dFYc_124_129,5.013928,5
IhwPQL9dFYc_130_136,6.016713,6
IhwPQL9dFYc_137_143,6.016713,6
IhwPQL9dFYc_143_147,4.011142,4
IhwPQL9dFYc_153_170,17.013928,17
IhwPQL9dFYc_171_175,4.011142,4
IhwPQL9dFYc_24_30,6.016713,6
IhwPQL9dFYc_50_59,9.02507,9
IhwPQL9dFYc_61_75,14.005571,14
IhwPQL9dFYc_78_88,10.027855,10
IhzXQ-gc9IQ_125_129,4.004,4
IiIiY6o-C9k_49_55,6.006,6
IiIiY6o-C9k_59_64,5.005,5
IiTzJQE67FA_36_46,10.033333,10
IiTzJQE67FA_74_86,12.033333,12
iLr7ZHAq1ro_7_11,4.005563,4
INDhUwDMg-4_220_227,7.04,7
inLBPVG8oEU_18_24,6.006,6
inzk2fTUe1w_1_15,14.066667,14
io2dbV-Qbus_215_247,32.033333,32
IpHJffM3G1c_412_418,6.006407,6
IpHJffM3G1c_439_446,7.007475,7
IpHJffM3G1c_464_470,6.006407,6
iTA0rWPE4nY_17_23,6.006,6
ItFqogTmAvQ_240_246,6.04,6
ItFqogTmAvQ_281_286,5.04,5
ItFqogTmAvQ_361_365,4.04,4
ItFqogTmAvQ_389_395,6.04,6
ItFqogTmAvQ_48_52,4.04,4
ITNh8tWZPOA_5_25,20.033333,20
itxzpFW1z7E_22_36,14.005571,14
iuqVpMdb1NM_35_43,8.008,8
iUYWdCxvJCI_2_14,12.041667,12
IWhrWLOAin0_1_4,3.003,3
iwpnUHFhjWc_84_94,10.04,10
iwpnUHFhjWc_9_14,5.04,5
Ixw6wmoC_xg_116_126,10.013685,10
Ixw6wmoC_xg_60_70,10.013685,10
IY1Fn796MoY_7_10,3.003,3
iyAoiWeD53k_120_127,7.007,7
IytNBm8WA1c_63_67,4.04,4
izU1dDwnuMY_80_92,12.04,12
I_-Nb_0RxpM_1_15,14.066667,14
J---aiyznGQ_0_6,6.006,6
j1Z890_Q3so_131_138,7.009736,7
j2Dhf-xFUxU_13_20,7.066667,7
j2Dhf-xFUxU_20_29,9.066667,9
j2sOMdilDWU_87_97,10.04,10
J3_hkgu6MGc_43_52,9.02507,9
j4dMnAPZu70_11_18,4.33936,7
j4dMnAPZu70_12_17,3.855355,5
J4otiwOjQy8_98_112,14.04,14
j7xz1nos-xc_10_20,10.033333,10
J7zb8YXrmIA_93_99,6.006,6
J8cP93yG1Ao_14_24,10.01,10
JAFGw0WRHHU_108_116,8.033333,8
Jag7oTemldY_12_25,13.04,13
jbzaMtPYtl8_48_58,10.01,10
jcIrD7rNvTM_10_21,11.011,11
jCplbayVbtw_10_20,10.01,10
jCplbayVbtw_28_38,10.01,10
jcRCn7MeSbo_71_82,11.011,11
jD4o_Lmy6bU_117_137,20.02,20
jdAbpLooDgM_10_15,5.013928,5
jDFn-1lXJ98_71_80,9.009,9
Je3V7U5Ctj4_488_495,7.007241,7
Je3V7U5Ctj4_504_511,7.007241,7
Je3V7U5Ctj4_558_563,5.005172,5
Je3V7U5Ctj4_569_576,7.007241,7
Je3V7U5Ctj4_582_587,5.005172,5
Je3V7U5Ctj4_634_639,5.005172,5
Je3V7U5Ctj4_760_765,5.005172,5
Je3V7U5Ctj4_768_773,5.005172,5
Je3V7U5Ctj4_956_961,5.005172,5
Je3V7U5Ctj4_997_1004,7.007241,7
jfrrO5K_vKM_55_65,10.04,10
Jfu-WkuCgD0_140_150,10.033333,10
JhCvLmf9yr0_46_50,4.005006,4
jI58q6rcNLc_8_18,10.066667,10
JIKaIriiK8w_0_15,15.015,15
JIoiUNOXGaI_34_41,7.05,7
JIoiUNOXGaI_8_13,5.05,5
JIoiUNOXGaI_98_104,6.05,6
Jj4uYHr65H8_28_35,7.04,7
jjl2ZMdFCsw_130_142,12.012,12
jjl2ZMdFCsw_17_35,18.018,18
JK1R9k1WDpc_6_15,9.033333,9
JktNQQnLblQ_4_9,5.005,5
jlahRlo4jlU_30_36,6.04,6
JledeVyklPw_1_6,5.005,5
jLgmCY1fEE8_16_26,10.01,10
JM4913Fe-ic_4_15,11.04,11
jMO3jGQeqyk_3_6,3.04,3
jmoT2we_rqo_0_5,5.005,5
JMUAylpXzG0_45_62,17.017,17
JnNe61UZsdM_42_51,9.009,9
JnNe61UZsdM_78_88,10.01,10
JntMAcTlOF0_50_70,20.04,20
jPBxl9gFqNY_110_117,7.007,7
JpjAgSvr42k_0_12,12.012,12
JsD6uEZsIsU_1_47,46.012633,46
JsD6uEZsIsU_45_58,13.013,13
jsEUFYhiqxU_121_128,7.007,7
JsmHZlUgf1w_0_21,21.033333,21
jTaLGh_MKCM_5_20,15.04,15
jTnrm338_KY_34_42,8.008,8
jv-eV6jR3Qw_7_12,5.013928,5
jvxUeT1Nlb8_100_115,15.015,15
jW77z3-SrO4_56_63,7.007,7
jxdubZzQrio_33_46,13.033333,13
JXSkYkiKO0I_112_116,4.004,4
JXSkYkiKO0I_42_46,4.004,4
Jxw16bqzVqE_18_28,10.01,10
JYNzY9jmsQQ_2_10,8.04,8
jZ8X8e7eRVk_24_27,3.003,3
J_evFB7RIKA_104_120,16.019223,16
K-czl524zxk_6_15,9.009,9
K-KVz3eqbnA_1_10,9.033333,9
k-SWy-sU8cE_5_10,5.005,5
k06Ge9ANKM8_5_16,11.066667,11
K1ZM0LSLVw8_481_487,6.033333,6
K1ZM0LSLVw8_488_494,6.033333,6
K2LxyytY3Dw_104_112,8.022195,8
k4hhWYtaQ14_0_10,10.1,10
k5OKBX2e7xA_19_32,13.033333,13
K6xy6C-Hsa0_2_28,11.933148,26
k8l4ETsylVY_9_18,3.024931,9
k9Brw_0gncU_14_33,19.033333,19
kBjUDCyDCuI_20_26,6.006,6
kBMsuhDvg88_45_64,19.019499,19
kEGmZDpZ_RE_248_293,45.04,45
kEGmZDpZ_RE_295_330,35.04,35
kEGmZDpZ_RE_352_370,18.04,18
KeSQ5Rv7eH8_73_79,6.006,6
Kf8oZGHDTt4_4_13,9.009,9
KFt5Zz5Mwlo_12_30,18.04,18
kI6MWZrl8v8_149_161,12.01669,12
KIEWo_xJ5nU_0_7,7.007,7
kIZanu909lw_67_80,13.033333,13
kJY5BRCNAs4_3_6,3.033333,3
kk3TIio1-Uw_5_14,9.02507,9
kKGehSw5ht8_39_45,6.006,6
klFyrnrUSck_13_19,6.006,6
klFyrnrUSck_25_36,11.011,11
klFyrnrUSck_42_46,4.004,4
klFyrnrUSck_63_73,10.01,10
klFyrnrUSck_79_85,6.006,6
klFyrnrUSck_87_100,13.013,13
klteYv1Uv9A_27_33,6.066667,6
Kms3EXosNS0_8_17,9.009,9
kNHivduxQWg_0_14,12.752187,14
KpmVL4ANieA_0_9,9.04,9
KPPCwmU5OHQ_227_238,11.011,11
KPPCwmU5OHQ_258_266,8.008,8
KPPCwmU5OHQ_424_430,6.006,6
KPPCwmU5OHQ_467_472,5.005,5
KPPCwmU5OHQ_480_486,6.006,6
KPPCwmU5OHQ_56_62,6.006,6
Kqb-mmkEWqU_1_5,4.041667,4
KqKUXRHHkCc_101_105,4.004,4
kquB3rIgfGk_197_202,5.005,5
kquB3rIgfGk_525_532,7.007,7
kquB3rIgfGk_537_544,7.007,7
kquB3rIgfGk_640_645,5.005,5
krAk8WPZRL4_207_212,5.04,5
KrBeBabazDU_15_20,5.013872,5
kRNHJSc4AXE_220_228,8.04,8
kSzS_lFtJDk_55_70,15.033333,15
KUc1cWKXjDc_20_30,10.01,10
kuNQpRTc-hA_126_135,9.009,9
kWLNZzuo3do_145_151,6.008345,6
kWLNZzuo3do_147_153,6.008345,6
kWLNZzuo3do_152_164,12.01669,12
kWLNZzuo3do_154_165,11.015299,11
kWLNZzuo3do_167_181,14.002782,14
kWLNZzuo3do_17_23,6.008345,6
kWLNZzuo3do_192_196,4.005563,4
kWLNZzuo3do_206_213,7.009736,7
kWLNZzuo3do_217_222,5.006954,5
kWLNZzuo3do_222_227,5.006954,5
kWLNZzuo3do_228_232,4.005563,4
kWLNZzuo3do_24_31,7.009736,7
kWLNZzuo3do_251_260,9.012517,9
kWLNZzuo3do_25_32,7.009736,7
kWLNZzuo3do_262_270,8.011127,8
kWLNZzuo3do_31_37,6.008345,6
kWLNZzuo3do_38_42,4.005563,4
kWLNZzuo3do_38_47,9.012517,9
kWLNZzuo3do_48_53,5.006954,5
kWLNZzuo3do_56_62,6.008345,6
kWLNZzuo3do_76_80,4.005563,4
kWLNZzuo3do_77_83,6.008345,6
kWLNZzuo3do_86_93,7.009736,7
Kxa0mnDj0bs_113_124,11.011,11
Kxa0mnDj0bs_15_20,5.005,5
kZfBt5me3Pg_2_7,5.04,5
kzyFBlNRohs_82_88,6.033333,6
l57mQZvDaL4_10_30,19.2,20
l5JJ2n2ggiQ_319_327,8.033333,8
L6dEUQ6WiHY_136_142,6.006,6
L6dEUQ6WiHY_171_186,15.015,15
L8h2DazQZJY_0_10,10.027855,10
L9wD3kw-8FE_65_73,8.008,8
labytsb3gfI_146_154,8.034483,8
LacBy2NT3YQ_12_17,5.033333,5
lAznAeFFldg_6_10,4.005563,4
lB1UPJ4leqs_0_6,6.04,6
lB1UPJ4leqs_1_6,5.04,5
lb8J2zCQTlo_3_8,5.005,5
lc9bA-hvqHU_1_6,5.033333,5
lcu-DwrnYY8_2_5,3.04,3
lexLAjh8fPA_27_31,4.033333,4
LEz0puaKNTk_38_48,10.083333,10
LF51fban_x4_300_325,25.002786,25
lFdg5CWMTt0_24_28,4.012618,4
lfGlDg47How_110_115,5.005339,5
lfGlDg47How_361_367,6.006407,6
lfGlDg47How_93_98,5.005339,5
lFyPUgJCmtU_100_110,10.04,10
lGk1MA6YP-M_36_48,12.012,12
Li3umATsU0E_1_5,2.936267,4
ljGcQocjSs4_38_60,22.033333,22
LjimLwAhAOQ_5_15,10.041667,10
lKADopH3qFY_0_10,10.066667,10
lKpGc3SCSVw_12_20,8.008,8
LLkehH86ABY_30_36,6.04,6
lm0z7eLsbbw_9_23,14.033333,14
lmCrIZeob4w_23_26,3.008357,3
lo4KcsBN--A_0_10,10.027855,10
LQ-jv8g1YVI_1_6,5.04,5
LqPIBHAmt4E_22_30,8.05,8
Lr8ds5iY5uk_8_15,7.04,7
lR8RrUBhCQg_5_15,10.01,10
lrZxpneS6Gk_0_12,12.033426,12
lsanQj2yacs_102_108,6.006,6
lsanQj2yacs_80_85,5.005,5
lSnWhsmlGec_5_10,5.005,5
LSuVRWPoHr0_0_37,36.4364,37
Lt1JijkvSKk_0_10,10.01,10
LuQ0KiMMhoI_49_64,15.066667,15
lv8d_qLLqsk_1_20,19.033333,19
lvFYUmDSOvU_34_38,4.004,4
Lw0eGsYxElA_11_14,3.003,3
lw7pTwpx0K0_38_48,10.011346,10
LwicaralvS0_90_104,14.04,14
LwvyrDxM2G0_0_11,10.466667,11
Ly5D0z9gKtc_15_20,3.542899,5
Lyp7MiaCXNE_114_120,6.006,6
LYSPQqUvNO0_43_57,14.014,14
LyYJiKxHZz0_0_10,10.066667,10
m1c04pCYGxA_57_64,7.019499,7
m1NR0uNNs5Y_104_110,6.033333,6
m1NR0uNNs5Y_123_129,6.033333,6
m1NR0uNNs5Y_160_166,6.033333,6
m1NR0uNNs5Y_192_198,6.033333,6
m1NR0uNNs5Y_224_230,6.033333,6
m1NR0uNNs5Y_273_280,7.033333,7
m1NR0uNNs5Y_57_64,7.033333,7
m1NR0uNNs5Y_73_78,5.033333,5
m1NR0uNNs5Y_88_94,6.033333,6
m4D72WXFd8s_557_564,7.04,7
M4It3DrhbE0_13_22,9.009,9
m7x8uIdg2XU_67_73,6.033333,6
mbesJaS6vwg_187_195,8.008,8
mCrRHP4LFmo_24_40,16.033333,16
MdOAr_4FJvc_5_15,10.033333,10
me1D1WZ0yNM_120_124,4.004,4
mF6ijhSrbBQ_32_40,8.008,8
MF88IYF2MHY_25_59,33.3,34
mFCf8lLXrUc_25_35,10.01,10
mFCf8lLXrUc_36_57,21.021,21
mfJjIOfj6D8_3_10,7.007,7
MHIVmf42Ao4_31_36,5.04,5
mHv4iJ9Yr1g_10_16,6.006,6
MHWxjWwAbwM_10_25,15.033333,15
MICawzo1MqI_3_13,10.016807,10
mJ9eRvxjLc4_0_16,15.409471,16
MJNStEgDKXU_3_10,7.007,7
MJoxGpEswOI_9_16,7.007,7
MMnnqzOoMF0_68_72,4.004,4
mmSQTI6gMNQ_120_128,8.008,8
mmSQTI6gMNQ_15_21,6.006,6
MoqC84sXu88_47_59,11.7,12
mOZkcBcWR8o_6_12,6.006,6
MPuKVz3sjBA_1_12,11.010638,11
MqS82kBtUHQ_0_12,12.04,12
MrMG15y3rWU_5_13,8.066667,8
MrQd1zUVRUM_103_110,7.007,7
Ms3QdGIzltU_10_20,10.01,10
Ms3QdGIzltU_1_16,15.015,15
msCidKHOh74_392_399,7.019499,7
msCidKHOh74_410_418,8.022284,8
MSrJTeKNzdI_32_36,4.005073,4
MTjrZthHwJQ_2_11,9.066667,9
MTkGPfMRXtc_5_21,16.016,16
mtrCf667KDk_134_176,42.008633,42
muI1BFsdbdo_33_45,12.04,12
Mutb8BHFvzk_15_20,5.04,5
mv89psg6zh4_33_46,13.04,13
MW21lp833Vo_143_149,6.006,6
MW21lp833Vo_8_16,8.008,8
MwOEK-KXSPc_1_10,9.021049,9
MWvCcwTw7Ac_154_181,27.04,27
MWvCcwTw7Ac_78_86,8.04,8
MWzeInQaUk4_12_20,8.008,8
MY-rGamtAJc_6_22,16.066667,16
mYzajpeAWuA_100_112,12.04,12
mZVPkPqwzR4_38_45,7.007,7
M_TP6UTrh30_343_358,15.0025,15
n016q1w8Q30_2_11,9.009,9
N2Cm0SLr0ZE_18_29,10.744067,11
n2NLoLNecgI_168_178,10.033333,10
N3A7944_UJw_63_70,7.033333,7
N5wsl86P37Q_1_15,12.360601,14
N6SglZopfmk_97_111,14.033333,14
n6U-TGahwvs_100_110,10.04,10
nau1vCzyFQ4_37_54,14.466667,17
NaX51emUDn4_0_20,20.033333,20
nb12bAaKzvA_0_10,10.033333,10
nBFhvrAOFqY_23_29,6.006,6
nBFhvrAOFqY_89_103,14.014,14
nBJV56WUDng_38_47,9.033333,9
NbOlG7THecM_25_34,9.009,9
nc0fVlaTYEs_34_44,10.017391,10
nc8hwLaOyZU_1_19,8.378303,18
nCtZFOYAlvQ_44_49,5.033333,5
nd0ToNwccl4_12_17,5.005,5
Nd45qJn61Dw_0_10,10.01,10
Ne87egvJnWo_0_3,2.96,3
NFxWwI0J3As_78_84,6.04,6
ngHDYzhDBk4_24_29,5.04,5
ngHDYzhDBk4_5_14,9.04,9
nhm_APPwhWk_6_12,6.033333,6
nHZsE7T7hwI_13_23,10.01,10
NjblUomxFQo_100_108,8.033333,8
NjCqtzZ3OtU_303_307,2.235567,4
NjCqtzZ3OtU_62_67,5.005,5
NKtfKR4GNjU_0_20,20.041667,20
nlU3crMsbWI_19_23,4.004,4
nLvX-erABqY_67_72,5.005,5
nLz0QuerH1c_8_15,7.066667,7
nMBSDpB3WB8_5_14,9.009,9
NMlKMfiHSho_1_15,14.033333,14
NNYLo1OeZ-Q_48_54,6.006,6
NoCgvH4xZHo_240_251,11.011,11
NoCgvH4xZHo_56_63,7.007,7
NoCgvH4xZHo_68_74,6.006,6
nohvigNMsbo_199_207,8.008,8
nPj6EcVGoUY_7_15,8.066667,8
nq4hG6qgyPs_184_195,11.011,11
nq4hG6qgyPs_240_251,11.011,11
nq4hG6qgyPs_370_377,7.007,7
nrZyPuRd5pU_85_92,7.04,7
nS6oQxX_Qi8_2_12,10.01,10
nTasT5h0LEg_12_14,2.002,2
nTasT5h0LEg_40_43,3.003,3
nTUONeDqhdk_10_15,5.04,5
nULE40HEWpA_5_11,6.066667,6
NUYu9c9XsgY_7_21,14.066667,14
nV3Wv8iHp4U_0_38,32.611465,38
NV6pq1W-I4g_7_16,9.009,9
NVGGgncVq-4_111_117,6.04,6
NVGGgncVq-4_12_20,8.04,8
nwk4m329bLw_2_10,8.041667,8
nYwbAb0QvBE_195_210,15.008357,15
nZSFn51l3hc_318_326,8.008,8
nZSFn51l3hc_480_485,5.005,5
nZSFn51l3hc_660_666,6.006,6
NZWiKMZS_k8_39_48,9.009,9
n_Z0-giaspE_168_193,25.066667,25
n_Z0-giaspE_270_278,8.066667,8
n_Z0-giaspE_379_387,8.066667,8
n_Z0-giaspE_437_447,10.066667,10
n_Z0-giaspE_62_78,16.066667,16
O06WXS_XZN0_0_6,6.010017,6
O2qiPS2NCeY_2_18,16.011527,16
o2X6UCaNqKA_27_36,9.009,9
o4OsYxsNGMI_77_82,5.04,5
o4pL7FObqds_137_147,10.033333,10
o4pL7FObqds_243_263,20.033333,20
o4pL7FObqds_72_78,6.033333,6
O9cOSO9L8Zs_1_16,14.68,15
O9yLRzpPp44_167_190,23.033333,23
O9yLRzpPp44_36_55,19.033333,19
OaBmAg6gz30_4_18,6.671119,14
ObBss94n3gI_35_46,11.011,11
OBLIjdMIIt8_54_61,7.033333,7
oBt257I-pL0_0_10,10.033333,10
