video_id,duration
video2548,18.985633
video2549,11.011
video255,14.0
video2550,10.0
video2551,28.020272
video2552,12.0
video2553,18.011474
video2554,13.013
video2555,10.01
video2556,11.0
video2557,11.011
video2558,27.8
video2559,12.0
video256,13.0
video2560,11.0
video2561,13.0
video2562,10.0
video2563,11.011
video2564,11.011
video2565,21.0
video2566,12.012
video2567,11.011
video2568,11.011
video2569,14.014
video257,17.0
video2570,15.015
video2571,13.980633
video2572,19.019
video2573,11.0
video2574,12.012
video2575,10.020793
video2576,12.0
video2577,21.021
video2578,11.0
video2579,12.0
video258,11.013266
video2580,10.01
video2581,11.02127
video2582,12.012
video2583,14.0
video2584,12.012
video2585,14.0
video2586,16.016
video2587,10.0
video2588,30.0
video2589,12.012
video259,11.978633
video2590,15.001089
video2591,17.017
video2592,12.0
video2593,13.0
video2594,12.012
video2595,19.019
video2596,13.0
video2597,11.011
video2598,10.969292
video2599,12.0
video26,17.017
video260,19.019019
video2600,20.02
video2601,17.017
video2602,15.011089
video2603,12.0
video2604,25.0
video2605,14.0
video2606,16.017551
video2607,27.0
video2608,12.002495
video2609,13.013
video261,14.016644
video2610,14.014
video2611,17.017
video2612,12.014717
video2613,17.017017
video2614,10.01
video2615,11.011
video2616,12.012
video2617,16.016
video2618,10.01
video2619,13.980633
video262,12.0
video2620,15.015
video2621,17.017
video2622,28.028
video2623,17.0
video2624,11.0
video2625,12.0
video2626,12.0
video2627,27.021814
video2628,12.0
video2629,14.014
video263,10.01
video2630,29.029
video2631,14.014
video2632,10.0
video2633,11.011
video2634,12.0
video2635,12.0
video2636,11.0
video2637,19.019
video2638,11.0
video2639,16.0
video264,21.021
video2640,14.014
video2641,23.016984
video2642,10.01
video2643,11.0
video2644,16.016
video2645,23.023
video2646,15.0
video2647,25.025
video2648,13.0
video2649,15.015
video265,11.0
video2650,12.0
video2651,12.0
video2652,19.019
video2653,11.011
video2654,20.0
video2655,9.976633
video2656,11.0
video2657,13.0
video2658,11.011
video2659,18.018018
video266,11.01127
video2660,11.0
video2661,11.012268
video2662,14.014
video2663,14.0
video2664,10.014807
video2665,19.019
video2666,11.038174
video2667,11.011
video2668,16.008549
video2669,20.0
video267,17.017
video2670,16.016
video2671,15.982633
video2672,12.012
video2673,11.0
video2674,16.0
video2675,11.017257
video2676,16.017551
video2677,10.0
video2678,11.011
video2679,15.0
video268,12.012
video2680,25.019886
video2681,11.011
video2682,12.012
video2683,10.0178
video2684,11.011
video2685,13.013
video2686,11.009252
video2687,15.015
video2688,13.0
video2689,14.014
video269,12.012
video2690,10.0
video2691,10.01
video2692,15.0
video2693,30.03
video2694,10.01
video2695,13.020182
video2696,11.011
video2697,14.0
video2698,12.012
video2699,22.022
video27,17.013928
video270,18.018
video2700,19.0
video2701,13.013
video2702,27.608005
video2703,11.011
video2704,29.015714
video2705,20.020612
video2706,13.0
video2707,16.0
video2708,11.011
video2709,15.0
video271,22.0
video2710,12.0
video2711,27.0
video2712,16.016
video2713,10.01
video2714,16.010544
video2715,24.0
video2716,11.011
video2717,20.004376
video2718,12.012
video2719,12.012
video272,13.013
video2720,10.015805
video2721,17.021225
video2722,13.013
video2723,20.02
video2724,12.0
video2725,11.978633
video2726,11.011
video2727,10.016802
video2728,22.007302
video2729,10.005578
video273,19.019
video2730,11.0
video2731,11.011
video2732,14.014014
video2733,12.012
video2734,20.02
video2735,28.0
video2736,11.011
video2737,19.019138
video2738,10.01
video2739,11.0
video274,11.016259
video2740,21.021
video2741,10.01
video2742,15.015
video2743,16.00192
video2744,12.012
video2745,11.011
video2746,14.019638
video2747,13.013
video2748,22.008299
video2749,10.0
video275,20.0
video2750,17.0
video2751,11.0
video2752,11.011
video2753,15.015
video2754,11.011
video2755,11.011
video2756,14.014
video2757,20.02
video2758,21.021066
video2759,10.0
video276,10.0
video2760,16.0
video2761,15.0
video2762,11.0
video2763,17.0
video2764,11.011
video2765,13.013013
video2766,11.011
video2767,11.001044
video2768,13.0
video2769,12.012
video277,19.019
video2770,17.984633
video2771,15.015
video2772,15.039398
video2773,13.0
video2774,11.011
video2775,10.016802
video2776,14.0
video2777,17.017
video2778,16.0
video2779,13.013
video278,11.0
video2780,11.011
video2781,13.0
video2782,18.0
video2783,11.011
video2784,15.028307
video2785,23.007755
video2786,25.0
video2787,18.018
video2788,11.006259
video2789,24.00322
video279,12.0
video2790,11.002041
video2791,16.016554
video2792,11.0
video2793,11.011
video2794,12.012
video2795,10.01
video2796,11.011
video2797,11.0
video2798,16.016
video2799,10.022811
video28,10.01
video280,11.015261
video2800,15.015
video2801,17.021225
video2802,10.010793
video2803,11.0
video2804,18.018
video2805,12.000499
video2806,12.016712
video2807,21.00483
video2808,12.012
video2809,19.021134
video281,10.01
video2810,12.012
video2811,18.0
video2812,14.014
video2813,15.015
video2814,17.017
video2815,15.015
video2816,14.0
video2817,13.013
video2818,10.01
video2819,17.017
video282,16.0
video2820,19.0
video2821,11.0
video2822,22.016898
video2823,15.015
video2824,12.0
video2825,11.0
video2826,10.0
video2827,15.015
video2828,25.025
video2829,19.019
video283,18.0
video2830,17.0
video2831,10.0
video2832,11.0
video2833,27.011814
video2834,21.016054
video2835,17.0
video2836,11.011
video2837,10.0
video2838,14.018692
video2839,19.017143
video284,12.0
video2840,11.011
video2841,13.006168
video2842,12.012
video2843,10.01
video2844,14.981633
video2845,18.018
video2846,10.0
video2847,13.013
video2848,11.0
video2849,12.803991
video285,13.013
video2850,16.016
video2851,22.009297
video2852,12.012
video2853,17.017
video2854,11.011
video2855,15.015
video2856,16.016
video2857,15.015
video2858,15.015
video2859,11.0
video286,21.021
video2860,25.025
video2861,13.0
video2862,12.0
video2863,12.012
video2864,23.023
video2865,15.0061
video2866,14.016644
video2867,11.011
video2868,12.012
video2869,12.012
video287,20.02
video2870,10.01
video2871,17.017
video2872,12.0
video2873,29.0
video2874,15.0
video2875,16.006554
video2876,10.0
video2877,13.0
video2878,14.014
video2879,10.01
video288,15.015
video2880,13.013
video2881,13.013
video2882,23.023
video2883,15.0
video2884,18.018
video2885,14.0
video2886,12.012
video2887,11.02127
video2888,12.0
video2889,10.018798
video289,10.01
video2890,14.014
video2891,10.0
video2892,11.011
video2893,12.012
video2894,11.011
video2895,11.0
video2896,10.01
video2897,20.00839
video2898,12.006712
video2899,11.0
video29,11.0
video290,11.011
video2900,20.02
video2901,11.0
video2902,18.0
video2903,13.013175
video2904,17.017
video2905,29.0
video2906,14.015624
video2907,14.014
video2908,15.003084
video2909,14.014014
video291,12.0
video2910,12.012
video2911,13.0
video2912,10.01
video2913,25.0
video2914,11.011
video2915,11.011
video2916,14.014
video2917,13.013
video2918,10.01
video2919,14.014
video292,11.030641
video2920,12.010726
video2921,12.012
video2922,24.010431
video2923,16.010964
video2924,25.025
video2925,11.011
video2926,26.026026
video2927,15.017098
video2928,16.016
video2929,19.0
video293,26.013356
video2930,11.0
video2931,22.022
video2932,10.0
video2933,16.016
video2934,21.021
video2935,20.02
video2936,12.012
video2937,11.0
video2938,12.004717
video2939,23.023
video294,11.011
video2940,27.027
video2941,28.003265
video2942,23.023
video2943,26.006349
video2944,11.011
video2945,25.0
video2946,11.011
video2947,18.0
video2948,12.012
video2949,13.013
video295,11.018254
video2950,21.021
video2951,11.0
video2952,12.012
video2953,19.019138
video2954,18.018
video2955,12.016712
video2956,18.018
video2957,16.016
video2958,10.01
video2959,9.976633
video296,14.00864
video2960,12.0
video2961,18.022676
video2962,14.0
video2963,11.005034
video2964,16.016
video2965,10.01
video2966,12.012
video2967,19.019
video2968,16.0
video2969,12.012
video297,10.01
video2970,14.014
video2971,22.022517
video2972,10.01
video2973,12.012
video2974,11.0
video2975,14.014
video2976,13.0
video2977,12.0
video2978,11.011
video2979,11.011
video298,14.014
video2980,18.0
video2981,12.012
video2982,12.012
video2983,11.011011
video2984,15.0
video2985,14.001623
video2986,11.011
video2987,11.0
video2988,11.011
video2989,12.012
video299,12.012
video2990,11.011
video2991,10.01
video2992,13.990111
video2993,18.018
video2994,16.016
video2995,14.014
video2996,11.011
video2997,17.0
video2998,11.0
video2999,11.011
video3,10.0
video30,10.977633
video300,27.027
video3000,14.014
video3001,11.011
video3002,10.0
video3003,12.012
video3004,12.012
video3005,11.011
video3006,29.029
video3007,21.022064
video3008,13.013
video3009,16.016
video301,11.011
video3010,14.004626
video3011,10.01
video3012,19.0
video3013,11.01127
video3014,17.0
video3015,11.01025
video3016,20.0
video3017,11.011
video3018,21.989002
video3019,15.015
video302,27.027
video3020,12.012
video3021,10.0
video3022,10.01
video3023,13.066667
video3024,10.01
video3025,20.0
video3026,24.0
video3027,17.0
video3028,15.0061
video3029,12.0
video303,19.986633
video3030,10.022346
video3031,30.03
video3032,12.012
video3033,10.013809
video3034,11.0
video3035,16.021769
video3036,18.018685
video3037,13.013
video3038,13.0
video3039,10.0
video304,11.0
video3040,13.013
video3041,10.01
video3042,15.0
video3043,21.021
video3044,11.011
video3045,10.0
video3046,12.012
video3047,15.015
video3048,17.020227
video3049,12.018708
video305,12.0
video3050,17.017
video3051,14.014
video3052,15.015
video3053,12.0
video3054,15.002086
video3055,13.013
video3056,12.021724
video3057,29.0
video3058,12.8
video3059,23.023
video306,11.0
video3060,10.01
video3061,19.020136
video3062,11.011
video3063,11.0
video3064,14.014
video3065,13.013
video3066,11.006259
video3067,12.012
video3068,13.013
video3069,12.0
video307,24.0
video3070,11.011
video3071,15.066667
video3072,10.01
video3073,25.0139
video3074,11.011
video3075,20.02002
video3076,10.0
video3077,11.011
video3078,28.028
video3079,11.011
video308,10.0
video3080,18.021678
video3081,13.013
video3082,12.012
video3083,11.0
video3084,12.012
video3085,17.015012
video3086,17.022222
video3087,13.013
video3088,28.02127
video3089,11.015198
video309,22.0
video3090,12.012
video3091,20.006372
video3092,11.019252
video3093,21.021
video3094,11.0
video3095,26.003129
video3096,14.014
video3097,13.0
video3098,14.014
video3099,17.017007
video31,16.016
video310,14.014
video3100,11.011
video3101,12.0
video3102,12.0
video3103,28.003265
video3104,17.017
video3105,11.0
video3106,15.021089
video3107,9.968292
video3108,11.011
video3109,11.978633
video311,18.0
video3110,11.018254
video3111,11.011
video3112,10.0
video3113,25.021882
video3114,12.012
video3115,19.001928
video3116,13.013
video3117,13.0
video3118,11.0
video3119,16.016
video312,16.008549
video3120,20.007392
video3121,10.01
video3122,16.00356
video3123,27.027
video3124,23.023
video3125,12.0
video3126,18.0
video3127,12.0
video3128,12.018708
video3129,12.012
video313,13.013
video3130,11.011
video3131,11.011
video3132,14.0
video3133,10.977633
video3134,10.016802
video3135,11.0
video3136,12.012
video3137,30.0
video3138,16.0
video3139,10.01
video314,17.022222
video3140,10.021791
video3141,13.01517
video3142,19.019
video3143,14.014
video3144,28.006258
video3145,12.012
video3146,13.013
video3147,27.027
video3148,18.985633
video3149,10.01
video315,10.01
video3150,11.001044
video3151,24.019433
video3152,13.0
video3153,11.011
video3154,16.020544
video3155,15.015
video3156,10.01
video3157,11.011
video3158,15.0
video3159,16.016
video316,11.0
video3160,11.0
video3161,22.0
video3162,21.011837
video3163,14.0
video3164,13.013
video3165,24.015442
video3166,11.011
video3167,10.977633
video3168,10.0
video3169,16.0
video317,29.015714
video3170,11.0
video3171,20.015601
video3172,16.016
video3173,14.0
video3174,11.011
video3175,11.0
video3176,11.011
video3177,14.014
video3178,12.013719
video3179,14.021633
video318,14.004626
video3180,20.0
video3181,14.0
video3182,23.023
video3183,11.011
video3184,14.014
video3185,15.015
video3186,13.013
video3187,17.0
video3188,25.025
video3189,27.0
video319,27.0
video3190,12.01771
video3191,10.01
video3192,15.982633
video3193,30.0
video3194,11.011
video3195,19.019
video3196,11.02127
video3197,11.0
video3198,11.011
video3199,11.011
video32,11.0
video320,11.0
video3200,11.017257
video3201,20.02
video3202,13.013
video3203,16.016
video3204,14.014
video3205,12.0
video3206,10.0
video3207,13.02336
video3208,15.013084
video3209,11.014264
video321,17.017
video3210,12.01771
video3211,19.0
video3212,21.021021
video3213,12.0
video3214,15.017137
video3215,10.011791
video3216,15.0
video3217,11.0
video3218,19.986633
video3219,21.021
video322,15.015
video3220,10.0
video3221,11.011
video3222,15.015
video3223,11.0
video3224,29.003718
video3225,25.025
video3226,14.0
video3227,11.012624
video3228,19.019
video3229,17.0
video323,10.977633
video3230,12.012
video3231,17.017
video3232,10.0
video3233,13.0
video3234,17.017
video3235,16.0
video3236,10.0
video3237,14.017642
video3238,13.013
video3239,11.011
video324,30.0
video3240,25.0
video3241,11.011
video3242,13.0
video3243,16.016
video3244,12.012
video3245,15.015
video3246,16.016
video3247,26.026
video3248,12.012
video3249,14.017642
video325,12.0
video3250,14.0
video3251,17.017
video3252,15.015
video3253,10.0
video3254,11.967444
video3255,13.0
video3256,18.018
video3257,10.01
video3258,13.0
video3259,17.017
video326,16.016
video3260,30.03
video3261,24.024
video3262,14.014
video3263,12.0
video3264,10.01
video3265,10.01
video3266,27.027
video3267,11.011
video3268,14.014626
video3269,13.013
video327,11.0
video3270,14.968005
video3271,12.012
video3272,13.0
video3273,13.0
video3274,14.014
video3275,15.982633
video3276,25.025
video3277,22.014512
video3278,25.007891
video3279,10.01
video328,11.011
video3280,16.0
video3281,12.0
video3282,12.0
video3283,10.01
video3284,12.0
video3285,16.0
video3286,15.982633
video3287,25.025
video3288,17.017
video3289,16.000544
video329,13.013
video3290,12.0
video3291,15.015
video3292,13.013
video3293,23.013968
video3294,11.011
video3295,14.014
video3296,20.02
video3297,14.014
video3298,18.0
video3299,13.013
video33,28.028
video330,12.0
video3300,15.982633
video3301,24.024
video3302,24.024
video3303,25.025
video3304,10.01
video3305,16.0
video3306,13.0
video3307,12.012
video3308,25.025
video3309,12.971292
video331,13.004173
video3310,11.02025
video3311,22.022
video3312,11.011
video3313,25.025
video3314,11.0
video3315,10.0
video3316,19.0
video3317,11.011
video3318,22.022517
video3319,13.013
video332,10.01
video3320,13.013
video3321,10.0
video3322,15.0061
video3323,12.0
video3324,19.002925
video3325,17.008005
video3326,23.023
video3327,11.0
video3328,24.024
video3329,20.02
video333,15.0
video3330,13.020182
video3331,12.012
video3332,17.0
video3333,16.017551
video3334,20.020612
video3335,19.020136
video3336,15.0
video3337,13.022177
video3338,15.017098
video3339,23.023
video334,26.026
video3340,10.010793
video3341,13.0
video3342,18.0
video3343,12.0
video3344,12.012
video3345,27.027027
video3346,11.0
video3347,28.028
video3348,13.013
video3349,10.0
video335,22.015011
video3350,11.011
video3351,18.018
video3352,13.0
video3353,13.013
video3354,17.022222
video3355,12.004717
video3356,18.018
video3357,12.0
video3358,13.013
video3359,16.016
video336,28.0
video3360,26.0
video3361,14.014
video3362,13.013
video3363,11.011
video3364,10.01
video3365,16.019547
video3366,11.0
video3367,13.013
video3368,20.02
video3369,15.0
video337,11.011
video3370,12.0
video3371,25.025
video3372,15.0
video3373,11.0
video3374,29.015714
video3375,19.017143
video3376,21.021
video3377,11.0
video3378,17.021225
video3379,13.013
video338,13.0
video3380,13.017166
video3381,12.012
video3382,10.0
video3383,10.0
video3384,13.980633
video3385,16.715011
video3386,13.0
video3387,18.0
video3388,25.009886
video3389,10.01001
video339,15.007098
video3390,20.0
video3391,23.019977
video3392,16.0
video3393,22.017528
video3394,15.015
video3395,10.01
video3396,28.019274
video3397,16.0
video3398,12.012
video3399,10.0
video34,10.01
video340,12.971292
video3400,15.0161
video3401,12.012
video3402,11.011
video3403,23.023
video3404,10.010793
video3405,13.0
video3406,16.016554
video3407,11.011011
video3408,12.012
video3409,12.012
video341,14.014
video3410,17.017
video3411,24.024
video3412,10.015805
video3413,13.013
video3414,14.014
video3415,12.012
video3416,11.0
video3417,11.011
video3418,11.011
video3419,19.0
video342,12.979633
video3420,10.0
video3421,14.0
video3422,19.0
video3423,17.020227
video3424,11.0
video3425,11.011011
video3426,12.012
video3427,13.013
video3428,22.022
video3429,14.0
video343,11.011
video3430,16.016
video3431,11.011
video3432,14.0
video3433,28.028
video3434,18.019683
video3435,11.0
video3436,26.012358
video3437,12.012
video3438,12.012
video3439,30.03
video344,19.019
video3440,14.0
video3441,15.015
video3442,18.018018
video3443,12.012
video3444,29.029
video3445,12.012
video3446,11.011
video3447,12.0
video3448,15.017098
video3449,12.0
video345,30.0
video3450,30.03
video3451,14.0
video3452,16.983633
video3453,12.012
video3454,26.026
video3455,24.024
video3456,11.002041
video3457,11.0
video3458,12.012
video3459,11.0
video346,11.0
video3460,14.981633
video3461,11.011
video3462,17.017007
video3463,15.000091
video3464,12.020998
video3465,11.013266
video3466,12.012
video3467,19.0
video3468,10.00458
video3469,11.011
video347,10.01
video3470,11.019252
video3471,12.012
video3472,12.012
video3473,13.013
video3474,10.0
video3475,20.02
video3476,29.01873
video3477,20.015601
video3478,12.0
video3479,11.0
video348,24.0
video3480,10.0
video3481,14.0
video3482,12.0
video3483,10.01
video3484,13.0
video3485,14.0
video3486,23.013968
video3487,19.019
video3488,20.02
video3489,11.0
video349,14.0
video3490,14.019638
video3491,13.021703
video3492,11.011
video3493,10.01
video3494,10.0
video3495,10.01
video3496,10.0
video3497,10.0
video3498,14.0
video3499,11.011
video35,20.02
video350,17.0
video3500,16.016
video3501,10.01
video3502,19.011928
video3503,12.0
video3504,12.016712
video3505,24.0
video3506,11.0
video3507,15.015
video3508,11.011
video3509,25.025
video351,13.0
video3510,17.017
video3511,21.011837
video3512,16.016
video3513,12.0
video3514,11.019252
video3515,26.026
video3516,13.019184
video3517,30.0
video3518,11.0
video3519,26.026
video352,21.021
video3520,14.014
video3521,10.977633
video3522,12.012
video3523,19.019
video3524,12.0
video3525,12.012
video3526,11.011
video3527,17.017
video3528,14.014
video3529,15.022086
video353,17.017
video3530,10.01
video3531,12.012
video3532,14.981633
video3533,11.0
video3534,15.015
video3535,12.012
video3536,12.012
video3537,11.0
video3538,12.012
video3539,13.018186
video354,13.0
video3540,12.0
video3541,11.011
video3542,14.014
video3543,11.011
video3544,12.012
video3545,15.000091
video3546,12.78
video3547,16.004558
video3548,17.017
video3549,14.014
video355,11.011
video3550,14.009638
video3551,12.012
video3552,12.012
video3553,17.0
video3554,12.012
video3555,25.0
video3556,13.013
video3557,16.016
video3558,13.013
video3559,14.0
video356,12.0
video3560,20.0
video3561,12.012012
video3562,10.008798
video3563,19.953267
video3564,28.028
video3565,11.0
video3566,15.015
video3567,13.01517
video3568,15.015
video3569,29.001723
video357,11.011
video3570,11.011
video3571,16.016
video3572,12.0
video3573,10.0178
video3574,22.017528
video3575,10.0
video3576,11.0
video3577,15.0
video3578,15.007098
video3579,23.023
video358,13.013
video3580,22.019524
video3581,10.01
video3582,13.0
video3583,16.019547
video3584,16.016
video3585,11.0
video3586,14.0
video3587,11.011
video3588,14.014
video3589,22.022
video359,16.016
video3590,10.0
video3591,18.0
video3592,14.014
video3593,12.012
video3594,10.01
video3595,15.015
video3596,26.026
video3597,15.0
video3598,12.012
video3599,23.0
video36,11.011
video360,11.011
video3600,18.018
video3601,11.011
video3602,14.014
video3603,12.0
video3604,26.014354
video3605,15.0061
video3606,13.013
video3607,11.0
video3608,14.0
video3609,19.019
video361,17.0
video3610,16.005556
video3611,11.0
video3612,10.01
video3613,12.012
video3614,13.013175
video3615,12.0
video3616,20.02
video3617,13.980633
video3618,20.02
video3619,13.0
video362,10.01
video3620,16.016
video3621,11.011
video3622,11.011
video3623,11.0
video3624,13.013
video3625,18.022676
video3626,22.0
video3627,12.012
video3628,11.011
video3629,17.0
video363,13.014173
video3630,13.0
video3631,12.012
video3632,12.0
video3633,23.023023
video3634,12.012
video3635,11.0
video3636,10.01
video3637,13.0
video3638,22.0
video3639,12.0
video364,11.011
video3640,12.0
video3641,17.004014
video3642,11.0
video3643,12.012
video3644,11.011
video3645,25.001678
video3646,14.014
video3647,15.015
video3648,12.012
video3649,13.018714
video365,16.016
video3650,11.0
video3651,23.0
video3652,14.0
video3653,24.024
video3654,14.014
video3655,11.011
video3656,10.0
video3657,17.0
video3658,14.0
video3659,14.014
video366,11.0
video3660,13.013
video3661,14.014
video3662,12.0
video3663,23.017982
video3664,12.0
video3665,11.978633
video3666,15.982633
video3667,13.013
video3668,13.0
video3669,21.021
video367,12.00771
video3670,12.012
video3671,10.01
video3672,11.011
video3673,10.01
video3674,10.021791
video3675,11.0
video3676,12.004717
video3677,18.018
video3678,26.0
video3679,10.0
video368,10.01
video3680,10.01
video3681,11.011
video3682,12.012
video3683,11.011
video3684,11.0
video3685,29.029
video3686,20.00839
video3687,22.022
video3688,11.015261
video3689,17.015012
video369,10.0
video3690,14.019638
video3691,10.01
video3692,10.0
video3693,13.013
video3694,15.015
video3695,27.027
video3696,11.0
video3697,10.018798
video3698,10.0
video3699,21.017052
video37,12.012
video370,16.016
video3700,10.01
video3701,16.011542
video3702,10.0
video3703,12.012
video3704,13.007166
video3705,12.012
video3706,13.013
video3707,12.012
video3708,15.015
video3709,16.016
video371,10.008798
video3710,21.0
video3711,10.0
video3712,13.02118
video3713,11.011
video3714,18.018
video3715,26.026
video3716,19.008934
video3717,11.011
video3718,13.013
video3719,12.0
video372,10.0
video3720,11.019252
video3721,13.0
video3722,12.0
video3723,25.0
video3724,22.0
video3725,9.976633
video3726,12.0
video3727,13.013
video3728,22.022
video3729,17.0
video373,10.01
video3730,21.022064
video3731,11.011
video3732,15.015
video3733,10.01
video3734,10.013809
video3735,10.027855
video3736,11.011
video3737,16.016
video3738,16.01254
video3739,13.0
video374,11.0
video3740,14.014
video3741,16.016
video3742,15.0
video3743,17.018005
video3744,23.0
video3745,11.0
video3746,30.0
video3747,11.011
video3748,10.01
video3749,11.0
video375,10.01
video3750,11.0
video3751,10.01
video3752,11.0
video3753,18.006463
video3754,19.021134
video3755,14.001633
video3756,13.0
video3757,10.0
video3758,11.0
video3759,26.026
video376,15.015
video3760,15.021089
video3761,10.0
video3762,14.014
video3763,11.011
video3764,11.011
video3765,11.017257
video3766,13.0
video3767,12.0
video3768,18.018
video3769,14.014
video377,10.0
video3770,14.0
video3771,10.01
video3772,11.0
video3773,17.017
video3774,13.017166
video3775,11.0
video3776,11.0
video3777,10.0
video3778,10.0
video3779,10.977633
video378,24.019433
video3780,10.0
video3781,11.0
video3782,27.027
video3783,10.0
video3784,10.016802
video3785,13.020182
video3786,10.01
video3787,15.021089
video3788,11.978633
video3789,20.002381
video379,18.018
video3790,11.011
video3791,18.018
video3792,15.015
video3793,15.015
video3794,10.020793
video3795,27.027
video3796,13.0
video3797,14.0
video3798,11.0
video3799,16.0
video38,11.011
video380,24.0
video3800,25.025
video3801,13.0
video3802,10.01
video3803,12.018708
video3804,13.0
video3805,29.029
video3806,14.009638
video3807,25.025
video3808,10.014807
video3809,27.010816
video381,13.022177
video3810,10.01001
video3811,27.027
video3812,28.028
video3813,13.0
video3814,11.011
video3815,11.0
video3816,15.015
video3817,11.011
video3818,16.016
video3819,11.011
video382,11.017257
video3820,17.022222
video3821,23.023
video3822,14.0
video3823,11.011
video3824,12.012
video3825,11.0
video3826,22.022
video3827,13.022177
video3828,17.021225
video3829,11.0
video383,11.0
video3830,11.0
video3831,12.012
video3832,10.0
video3833,12.012
video3834,18.018
video3835,12.0
video3836,18.018685
video3837,10.01
video3838,19.018141
video3839,18.002472
video384,11.011
video3840,13.012177
video3841,24.024
video3842,12.0
video3843,14.0
video3844,12.012
video3845,10.0
video3846,23.023
video3847,12.012
video3848,11.0
video3849,10.01
video385,11.0
video3850,15.0
video3851,14.0
video3852,16.016
video3853,11.009252
video3854,19.019
video3855,13.013
video3856,10.01
video3857,13.013
video3858,10.01
video3859,22.022
video386,16.016
video3860,11.011
video3861,10.969292
video3862,22.022
video3863,10.0
video3864,13.0
video3865,11.0
video3866,14.0
video3867,21.021
video3868,13.013
video3869,23.020975
video387,10.01
video3870,13.013
video3871,10.01
video3872,11.02127
video3873,10.027855
video3874,14.014
video3875,11.013266
video3876,11.0
video3877,25.025
video3878,12.0
video3879,10.0
video388,11.022268
video3880,26.0
video3881,15.015
video3882,14.014626
video3883,26.026
video3884,9.581995
video3885,27.0
video3886,16.032
video3887,10.0
video3888,11.011
video3889,26.02034
video389,28.0
video3890,18.018
video3891,16.0
video3892,11.011
video3893,13.980633
video3894,12.0
video3895,27.994633
video3896,11.011
video3897,11.011
video3898,30.0
video3899,19.019
video39,16.016
video390,24.0
video3900,11.0
video3901,11.011
video3902,19.016916
video3903,10.01
video3904,19.0
video3905,15.0061
video3906,12.012
video3907,29.0
video3908,15.015
video3909,10.0
video391,12.0
video3910,12.0
video3911,13.013
video3912,10.01
video3913,14.014
video3914,15.015102
video3915,12.0
video3916,11.011
video3917,12.0
video3918,24.0
video3919,26.026
video392,29.029
video3920,11.011
video3921,11.011
video3922,10.01
video3923,23.023
video3924,12.012
video3925,12.0
video3926,10.977633
video3927,15.000091
video3928,14.0
video3929,24.020431
video393,12.021724
video3930,15.015
video3931,11.0
video3932,13.0
video3933,11.017257
video3934,11.02025
video3935,13.013
video3936,10.977633
video3937,16.0
video3938,14.014
video3939,14.021633
video394,10.0
video3940,12.012
video3941,11.0
video3942,12.979633
video3943,10.021791
video3944,11.0
video3945,14.011633
video3946,17.022222
video3947,10.01
video3948,11.0
video3949,10.013809
video395,10.01
video3950,11.0
video3951,12.012
video3952,13.013
video3953,24.014444
video3954,24.024
video3955,17.020227
video3956,13.019184
video3957,11.0
video3958,11.005034
video3959,10.0
video396,14.01864
video3960,12.0
video3961,11.011
video3962,12.0
video3963,10.01001
video3964,27.027
video3965,12.012
video3966,21.000839
video3967,10.01
video3968,10.0
video3969,13.013
video397,11.011
video3970,15.003084
video3971,12.012
video3972,21.0
video3973,10.011791
video3974,18.018
video3975,10.011791
video3976,15.022086
video3977,17.003016
video3978,12.012
video3979,10.0178
video398,24.891995
video3980,10.01
video3981,10.011346
video3982,11.012268
video3983,11.0
video3984,13.0
video3985,14.014
video3986,11.0
video3987,12.012
video3988,13.017166
video3989,21.021
video399,11.007257
video3990,20.02161
video3991,18.018
video3992,11.01127
video3993,10.0
video3994,13.0
video3995,15.020091
video3996,22.022
video3997,12.0
video3998,12.0
video3999,12.0
video4,10.01
video40,22.022
video400,14.014
video4000,12.012
video4001,10.010793
video4002,11.005034
video4003,16.009547
video4004,12.002495
video4005,13.013
video4006,20.0
video4007,16.016
video4008,20.02
video4009,10.014807
video401,24.024
video4010,13.013013
video4011,12.012
video4012,13.0
video4013,26.002131
video4014,14.0
video4015,11.0
video4016,11.978633
video4017,11.0
video4018,12.979633
video4019,11.011
video402,10.014807
video4020,21.021
video4021,16.0
video4022,11.017257
video4023,12.012
video4024,10.01
video4025,19.001928
video4026,10.0
video4027,20.021995
video4028,11.011
video4029,10.0
video403,13.004173
video4030,16.021769
video4031,14.0
video4032,11.011
video4033,11.011
video4034,15.021089
video4035,12.0
video4036,12.012
video4037,14.0
video4038,11.0
video4039,13.013
video404,12.012
video4040,11.0
video4041,17.017
video4042,11.011
video4043,13.015011
video4044,27.018798
video4045,16.016
video4046,10.01
video4047,30.0
video4048,11.02127
video4049,10.977633
video405,11.0
video4050,13.017166
video4051,12.0
video4052,11.011
video4053,12.0
video4054,10.0
video4055,11.0
video4056,13.003175
video4057,22.017528
video4058,10.01
video4059,11.011
video406,14.014
video4060,11.0
video4061,18.0
video4062,17.019002
video4063,16.016
video4064,10.01
video4065,14.014
video4066,15.92
video4067,15.017098
video4068,10.0
video4069,16.0
video407,12.012
video4070,12.012
video4071,11.006259
video4072,26.006349
video4073,11.011
video4074,14.0
video4075,12.0
video4076,11.0
video4077,12.015715
video4078,11.0
video4079,11.011
video408,18.01746
video4080,11.017715
video4081,11.017257
video4082,16.016
video4083,15.807458
video4084,12.00771
video4085,11.011
video4086,28.017256
video4087,13.013
video4088,28.028
video4089,24.024024
video409,10.0
video4090,12.001497
video4091,10.001587
video4092,12.0
