video_id,gop_count
video3130,10
video3131,10
video3132,10
video3133,10
video3134,9
video3135,10
video3136,9
video3137,19
video3138,11
video3139,9
video314,14
video3140,9
video3141,9
video3142,16
video3143,12
video3144,22
video3145,10
video3146,11
video3147,22
video3148,16
video3149,7
video315,7
video3150,10
video3151,16
video3152,10
video3153,10
video3154,11
video3155,13
video3156,9
video3157,8
video3158,11
video3159,11
video316,8
video3160,10
video3161,18
video3162,15
video3163,12
video3164,11
video3165,16
video3166,10
video3167,10
video3168,7
video3169,13
video317,23
video3170,8
video3171,16
video3172,13
video3173,10
video3174,8
video3175,8
video3176,8
video3177,12
video3178,10
video3179,10
video318,10
video3180,14
video3181,10
video3182,19
video3183,8
video3184,12
video3185,13
video3186,9
video3187,12
video3188,20
video3189,18
video319,18
video3190,9
video3191,9
video3192,13
video3193,20
video3194,8
video3195,16
video3196,8
video3197,8
video3198,10
video3199,10
video32,8
video320,6
video3200,10
video3201,16
video3202,11
video3203,13
video3204,12
video3205,10
video3206,9
video3207,10
video3208,11
video3209,10
video321,14
video3210,9
video3211,13
video3212,17
video3213,9
video3214,12
video3215,9
video3216,13
video3217,8
video3218,16
video3219,17
video322,13
video3220,9
video3221,10
video3222,10
video3223,8
video3224,20
video3225,20
video3226,10
video3227,6
video3228,16
video3229,12
video323,10
video3230,10
video3231,14
video3232,7
video3233,10
video3234,14
video3235,11
video3236,8
video3237,12
video3238,11
video3239,10
video324,24
video3240,16
video3241,10
video3242,10
video3243,13
video3244,10
video3245,13
video3246,13
video3247,21
video3248,10
video3249,10
video325,9
video3250,12
video3251,14
video3252,13
video3253,5
video3254,10
video3255,11
video3256,15
video3257,9
video3258,10
video3259,14
video326,13
video3260,24
video3261,19
video3262,12
video3263,10
video3264,7
video3265,9
video3266,22
video3267,10
video3268,12
video3269,11
video327,8
video3270,13
video3271,10
video3272,10
video3273,10
video3274,12
video3275,13
video3276,20
video3277,15
video3278,17
video3279,9
video328,10
video3280,11
video3281,10
video3282,9
video3283,7
video3284,10
video3285,13
video3286,13
video3287,20
video3288,14
video3289,11
video329,11
video3290,9
video3291,10
video3292,11
video3293,19
video3294,10
video3295,12
video3296,16
video3297,10
video3298,13
video3299,9
video33,18
video330,9
video3300,13
video3301,19
video3302,19
video3303,20
video3304,9
video3305,13
video3306,11
video3307,9
video3308,20
video3309,9
video331,9
video3310,8
video3311,18
video3312,8
video3313,20
video3314,8
video3315,8
video3316,11
video3317,10
video3318,15
video3319,9
video332,9
video3320,11
video3321,8
video3322,11
video3323,10
video3324,16
video3325,12
video3326,19
video3327,8
video3328,16
video3329,16
video333,10
video3330,5
video3331,10
video3332,12
video3333,13
video3334,16
video3335,13
video3336,11
video3337,10
video3338,10
video3339,19
video334,21
video3340,9
video3341,11
video3342,13
video3343,10
video3344,10
video3345,22
video3346,10
video3347,18
video3348,9
video3349,9
video335,15
video3350,10
video3351,15
video3352,10
video3353,11
video3354,14
video3355,10
video3356,15
video3357,9
video3358,11
video3359,13
video336,19
video3360,18
video3361,12
video3362,9
video3363,10
video3364,9
video3365,13
video3366,10
video3367,11
video3368,16
video3369,11
video337,10
video3370,10
video3371,16
video3372,13
video3373,8
video3374,20
video3375,13
video3376,17
video3377,10
video3378,14
video3379,11
video338,9
video3380,11
video3381,10
video3382,9
video3383,7
video3384,12
video3385,12
video3386,11
video3387,13
video3388,16
video3389,9
video339,11
video3390,14
video3391,16
video3392,13
video3393,15
video3394,13
video3395,9
video3396,19
video3397,11
video3398,9
video3399,9
video34,9
video340,9
video3400,13
video3401,10
video3402,10
video3403,19
video3404,7
video3405,11
video3406,13
video3407,10
video3408,10
video3409,9
video341,12
video3410,14
video3411,19
video3412,8
video3413,11
video3414,12
video3415,9
video3416,8
video3417,10
video3418,8
video3419,13
video342,11
video3420,8
video3421,7
video3422,16
video3423,14
video3424,8
video3425,10
video3426,10
video3427,11
video3428,18
video3429,10
video343,10
video3430,13
video3431,10
video3432,10
video3433,18
video3434,15
video3435,8
video3436,18
video3437,10
video3438,10
video3439,24
video344,16
video3440,12
video3441,10
video3442,15
video3443,10
video3444,23
video3445,9
video3446,8
video3447,10
video3448,10
video3449,10
video345,24
video3450,13
video3451,10
video3452,14
video3453,10
video3454,17
video3455,19
video3456,8
video3457,8
video3458,10
video3459,10
video346,10
video3460,13
video3461,10
video3462,12
video3463,10
video3464,10
video3465,10
video3466,9
video3467,13
video3468,8
video3469,10
video347,9
video3470,10
video3471,10
video3472,9
video3473,11
video3474,5
video3475,16
video3476,20
video3477,14
video3478,9
video3479,8
video348,16
video3480,8
video3481,10
video3482,9
video3483,9
video3484,11
video3485,12
video3486,16
video3487,16
video3488,16
video3489,10
video349,10
video3490,10
video3491,9
video3492,6
video3493,9
video3494,9
video3495,7
video3496,9
video3497,9
video3498,12
video3499,10
video35,16
video350,14
video3500,13
video3501,7
video3502,16
video3503,9
video3504,9
video3505,19
video3506,10
video3507,13
video3508,10
video3509,16
video351,9
video3510,14
video3511,15
video3512,13
video3513,9
video3514,10
video3515,21
video3516,10
video3517,20
video3518,10
video3519,21
video352,17
video3520,12
video3521,10
video3522,9
video3523,13
video3524,9
video3525,10
video3526,10
video3527,14
video3528,12
video3529,11
video353,12
video3530,9
video3531,10
video3532,13
video3533,8
video3534,13
video3535,10
video3536,9
video3537,8
video3538,10
video3539,11
video354,10
video3540,9
video3541,10
video3542,12
video3543,8
video3544,10
video3545,11
video3546,9
video3547,11
video3548,14
video3549,10
video355,10
video3550,10
video3551,10
video3552,9
video3553,14
video3554,10
video3555,17
video3556,11
video3557,13
video3558,11
video3559,10
video356,9
video3560,16
video3561,10
video3562,6
video3563,16
video3564,22
video3565,8
video3566,13
video3567,11
video3568,13
video3569,20
video357,10
video3570,8
video3571,11
video3572,10
video3573,7
video3574,15
video3575,7
video3576,8
video3577,11
video3578,11
video3579,19
video358,11
video3580,15
video3581,9
video3582,11
video3583,13
video3584,13
video3585,10
video3586,12
video3587,8
video3588,12
video3589,18
video359,11
video3590,8
video3591,13
video3592,12
video3593,9
video3594,9
video3595,13
video3596,21
video3597,13
video3598,10
video3599,19
video36,10
video360,8
video3600,15
video3601,8
video3602,12
video3603,9
video3604,17
video3605,11
video3606,9
video3607,8
video3608,12
video3609,16
video361,14
video3610,11
video3611,8
video3612,9
video3613,10
video3614,11
video3615,9
video3616,16
video3617,12
video3618,16
video3619,11
video362,9
video3620,11
video3621,10
video3622,8
video3623,8
video3624,11
video3625,15
video3626,15
video3627,10
video3628,10
video3629,12
video363,9
video3630,10
video3631,10
video3632,10
video3633,19
video3634,10
video3635,8
video3636,9
video3637,11
video3638,15
video3639,9
video364,10
video3640,10
video3641,12
video3642,8
video3643,9
video3644,10
video3645,16
video3646,12
video3647,13
video3648,9
video3649,10
video365,13
video3650,8
video3651,16
video3652,10
video3653,16
video3654,12
video3655,10
video3656,8
video3657,14
video3658,10
video3659,12
video366,8
video3660,11
video3661,12
video3662,10
video3663,16
video3664,10
video3665,10
video3666,13
video3667,11
video3668,9
video3669,17
video367,9
video3670,10
video3671,9
video3672,8
video3673,9
video3674,8
video3675,8
video3676,10
video3677,15
video3678,18
video3679,6
video368,9
video3680,9
video3681,10
video3682,10
video3683,10
video3684,8
video3685,23
video3686,16
video3687,18
video3688,8
video3689,12
video369,8
video3690,7
video3691,7
video3692,8
video3693,9
video3694,13
video3695,22
video3696,8
video3697,9
video3698,8
video3699,15
video37,10
video370,13
video3700,7
video3701,11
video3702,8
video3703,10
video3704,10
video3705,9
video3706,9
video3707,9
video3708,13
video3709,11
video371,8
video3710,17
video3711,9
video3712,11
video3713,10
video3714,15
video3715,21
video3716,13
video3717,8
video3718,9
video3719,9
video372,8
video3720,8
video3721,9
video3722,9
video3723,20
video3724,10
video3725,9
video3726,10
video3727,11
video3728,15
video3729,14
video373,7
video3730,17
video3731,6
video3732,10
video3733,7
video3734,7
video3735,9
video3736,10
video3737,11
video3738,11
video3739,6
video374,8
video3740,12
video3741,11
video3742,13
video3743,14
video3744,16
video3745,8
video3746,20
video3747,8
video3748,7
video3749,10
video375,9
video3750,8
video3751,9
video3752,8
video3753,15
video3754,16
video3755,12
video3756,9
video3757,8
video3758,10
video3759,21
video376,10
video3760,13
video3761,6
video3762,12
video3763,10
video3764,10
video3765,10
video3766,10
video3767,9
video3768,15
video3769,12
video377,8
video3770,12
video3771,7
video3772,8
video3773,14
video3774,11
video3775,10
video3776,10
video3777,9
video3778,8
video3779,10
video378,16
video3780,8
video3781,8
video3782,22
video3783,8
video3784,7
video3785,10
video3786,9
video3787,13
video3788,10
video3789,14
video379,15
video3790,10
video3791,15
video3792,13
video3793,13
video3794,7
video3795,22
video3796,10
video3797,10
video3798,10
video3799,11
video38,10
video380,16
video3800,20
video3801,6
video3802,7
video3803,10
video3804,11
video3805,23
video3806,10
video3807,16
video3808,7
video3809,12
video381,6
video3810,9
video3811,22
video3812,22
video3813,10
video3814,8
video3815,10
video3816,13
video3817,10
video3818,13
video3819,10
video382,8
video3820,12
video3821,15
video3822,10
video3823,10
video3824,10
video3825,8
video3826,18
video3827,11
video3828,12
video3829,8
video383,10
video3830,10
video3831,10
video3832,8
video3833,9
video3834,15
video3835,9
video3836,15
video3837,9
video3838,16
video3839,15
video384,8
video3840,11
video3841,19
video3842,9
video3843,12
video3844,9
video3845,8
video3846,19
video3847,9
video3848,8
video3849,9
video385,8
video3850,11
video3851,10
video3852,13
video3853,8
video3854,16
video3855,11
video3856,7
video3857,9
video3858,9
video3859,15
video386,11
video3860,10
video3861,8
video3862,18
video3863,8
video3864,10
video3865,8
video3866,10
video3867,17
video3868,9
video3869,16
video387,9
video3870,9
video3871,9
video3872,8
video3873,9
video3874,12
video3875,10
video3876,10
video3877,20
video3878,9
video3879,9
video388,8
video3880,18
video3881,13
video3882,10
video3883,21
video3884,7
video3885,22
video3886,11
video3887,8
video3888,8
video3889,21
video389,19
video3890,15
video3891,11
video3892,10
video3893,12
video3894,10
video3895,22
video3896,10
video3897,10
video3898,24
video3899,16
video39,13
video390,16
video3900,10
video3901,10
video3902,13
video3903,9
video3904,13
video3905,11
video3906,10
video3907,23
video3908,13
video3909,8
video391,10
video3910,9
video3911,11
video3912,9
video3913,12
video3914,11
video3915,10
video3916,10
video3917,9
video3918,10
video3919,21
video392,19
video3920,10
video3921,10
video3922,9
video3923,19
video3924,10
video3925,9
video3926,10
video3927,11
video3928,10
video3929,16
video393,9
video3930,13
video3931,10
video3932,11
video3933,10
video3934,8
video3935,11
video3936,10
video3937,11
video3938,12
video3939,12
video394,9
video3940,10
video3941,8
video3942,11
video3943,9
video3944,10
video3945,12
video3946,14
video3947,9
video3948,8
video3949,9
video395,9
video3950,8
video3951,10
video3952,11
video3953,19
video3954,19
video3955,14
video3956,11
video3957,8
video3958,8
video3959,9
video396,12
video3960,9
video3961,10
video3962,9
video3963,9
video3964,22
video3965,10
video3966,17
video3967,9
video3968,8
video3969,9
video397,8
video3970,11
video3971,9
video3972,15
video3973,7
video3974,15
video3975,7
video3976,11
video3977,12
video3978,10
video3979,9
video398,20
video3980,9
video3981,9
video3982,10
video3983,8
video3984,10
video3985,10
video3986,10
video3987,10
video3988,10
video3989,14
video399,8
video3990,13
video3991,15
video3992,8
video3993,9
video3994,11
video3995,10
video3996,15
video3997,10
video3998,9
video3999,10
video4,9
video40,18
video400,12
video4000,10
video4001,7
video4002,8
video4003,11
video4004,9
video4005,11
video4006,16
video4007,13
video4008,16
video4009,8
video401,16
video4010,11
video4011,10
video4012,10
video4013,21
video4014,10
video4015,8
video4016,10
video4017,8
video4018,11
video4019,10
video402,8
video4020,14
video4021,11
video4022,6
video4023,10
video4024,9
video4025,13
video4026,8
video4027,14
video4028,8
video4029,9
video403,11
video4030,13
video4031,12
video4032,10
video4033,10
video4034,13
video4035,9
video4036,10
video4037,12
video4038,8
video4039,9
video404,9
video4040,10
video4041,14
video4042,10
video4043,11
video4044,22
video4045,13
video4046,9
video4047,20
video4048,8
video4049,10
video405,4
video4050,11
video4051,9
video4052,8
video4053,9
video4054,7
video4055,8
video4056,9
video4057,15
video4058,9
video4059,8
video406,12
video4060,8
video4061,12
video4062,12
video4063,13
video4064,9
video4065,12
video4066,11
video4067,13
video4068,8
video4069,7
video407,10
video4070,9
video4071,10
video4072,18
video4073,10
video4074,12
video4075,9
video4076,10
video4077,9
video4078,8
video4079,10
video408,12
video4080,10
video4081,8
video4082,11
video4083,11
video4084,9
video4085,8
video4086,19
video4087,11
video4088,22
video4089,19
video409,6
video4090,9
video4091,8
video4092,9
video4093,9
video4094,13
video4095,12
video4096,9
video4097,21
video4098,8
video4099,12
video41,10
video410,19
video4100,11
video4101,9
video4102,13
video4103,11
video4104,16
video4105,22
video4106,19
video4107,8
video4108,9
video4109,10
video411,8
video4110,13
video4111,11
video4112,15
video4113,9
video4114,10
video4115,11
video4116,8
video4117,17
video4118,16
video4119,9
video412,9
video4120,18
video4121,9
video4122,8
video4123,10
video4124,16
video4125,11
video4126,6
video4127,10
video4128,9
video4129,14
video413,9
video4130,13
video4131,12
video4132,12
video4133,21
video4134,10
video4135,12
video4136,14
video4137,10
video4138,10
video4139,10
video414,9
video4140,8
video4141,9
video4142,8
video4143,10
video4144,18
video4145,10
video4146,19
video4147,12
video4148,11
video4149,9
video415,11
video4150,10
video4151,15
video4152,16
video4153,6
video4154,11
video4155,10
video4156,22
video4157,8
video4158,10
video4159,24
video416,13
video4160,11
video4161,8
video4162,9
video4163,11
video4164,11
video4165,19
video4166,9
video4167,8
video4168,13
video4169,10
video417,10
video4170,10
video4171,14
video4172,10
video4173,8
video4174,12
video4175,8
video4176,19
video4177,13
video4178,11
video4179,11
video418,12
video4180,8
video4181,9
video4182,6
video4183,13
video4184,9
video4185,11
video4186,13
video4187,10
video4188,9
video4189,10
video419,9
video4190,12
video4191,14
video4192,16
video4193,9
video4194,8
video4195,18
video4196,8
video4197,7
video4198,10
video4199,23
video42,18
video420,8
video4200,10
video4201,14
video4202,8
video4203,9
video4204,11
video4205,17
video4206,10
video4207,16
video4208,10
video4209,21
video421,9
video4210,13
video4211,13
video4212,14
video4213,10
video4214,10
video4215,9
video4216,10
video4217,16
video4218,11
video4219,12
video422,17
video4220,19
video4221,18
video4222,9
video4223,13
video4224,8
video4225,10
video4226,8
video4227,19
video4228,10
video4229,22
video423,9
video4230,10
video4231,10
video4232,10
video4233,9
video4234,9
video4235,9
video4236,9
video4237,14
video4238,9
video4239,10
video424,11
video4240,10
video4241,11
video4242,13
video4243,9
video4244,10
video4245,8
video4246,16
video4247,16
video4248,17
video4249,8
video425,13
video4250,8
video4251,9
video4252,13
video4253,11
video4254,20
video4255,8
video4256,8
video4257,9
video4258,14
video4259,24
video426,19
video4260,10
video4261,10
video4262,10
video4263,10
video4264,8
video4265,9
video4266,19
video4267,13
video4268,17
video4269,12
video427,10
video4270,10
video4271,9
video4272,13
video4273,10
video4274,12
video4275,11
video4276,10
video4277,9
video4278,14
video4279,9
video428,19
video4280,10
video4281,10
video4282,21
video4283,9
video4284,13
video4285,8
video4286,8
video4287,11
video4288,11
video4289,9
video429,9
video4290,10
video4291,11
video4292,10
video4293,13
video4294,8
video4295,15
video4296,8
video4297,9
video4298,9
video4299,13
video43,8
video430,8
video4300,10
video4301,15
video4302,18
video4303,8
video4304,12
video4305,8
video4306,20
video4307,9
video4308,11
video4309,15
video431,18
video4310,15
video4311,8
video4312,11
video4313,6
video4314,14
video4315,15
video4316,10
video4317,10
video4318,13
video4319,18
video432,8
video4320,11
video4321,8
video4322,13
video4323,16
video4324,13
video4325,20
video4326,11
video4327,16
video4328,12
video4329,9
video433,10
video4330,7
video4331,11
video4332,9
video4333,9
video4334,9
video4335,11
video4336,14
video4337,9
video4338,23
video4339,14
video434,12
video4340,9
video4341,10
video4342,16
video4343,11
video4344,12
video4345,10
video4346,20
video4347,12
video4348,8
video4349,11
video435,12
video4350,10
video4351,10
video4352,19
video4353,22
video4354,10
video4355,10
video4356,11
video4357,22
video4358,14
video4359,9
video436,9
video4360,9
video4361,8
video4362,9
video4363,5
video4364,8
video4365,13
video4366,9
video4367,9
video4368,10
video4369,13
video437,10
video4370,10
video4371,13
video4372,14
video4373,9
video4374,10
video4375,9
video4376,10
video4377,7
video4378,8
video4379,16
video438,8
video4380,9
video4381,9
video4382,19
video4383,10
video4384,19
video4385,8
video4386,10
video4387,10
video4388,9
video4389,10
video439,17
video4390,4
video4391,19
video4392,16
video4393,8
video4394,10
video4395,15
video4396,15
video4397,17
video4398,10
video4399,19
video44,8
video440,10
video4400,6
video4401,13
video4402,19
video4403,10
video4404,18
video4405,18
video4406,15
video4407,11
video4408,9
video4409,10
video441,11
video4410,8
video4411,20
video4412,14
video4413,8
video4414,9
video4415,9
video4416,10
video4417,10
video4418,9
video4419,12
video442,9
video4420,8
video4421,10
video4422,9
video4423,18
video4424,13
video4425,6
video4426,10
video4427,11
video4428,15
video4429,8
video443,10
video4430,8
video4431,19
video4432,8
video4433,9
video4434,12
video4435,17
video4436,8
video4437,11
video4438,7
video4439,19
video444,10
video4440,10
video4441,16
video4442,9
video4443,15
video4444,8
video4445,7
video4446,10
video4447,12
video4448,13
video4449,10
video445,13
video4450,10
video4451,13
video4452,6
video4453,10
video4454,7
video4455,10
video4456,8
video4457,6
video4458,10
video4459,14
video446,8
video4460,10
video4461,10
video4462,18
video4463,10
video4464,8
video4465,10
video4466,18
video4467,8
video4468,10
video4469,19
video447,11
video4470,10
video4471,10
video4472,9
video4473,10
video4474,13
video4475,10
video4476,13
video4477,10
video4478,14
video4479,12
video448,13
video4480,17
video4481,9
video4482,13
video4483,8
video4484,12
video4485,9
video4486,12
video4487,10
video4488,9
video4489,9
video449,8
video4490,12
video4491,11
video4492,9
video4493,12
video4494,9
video4495,9
video4496,8
video4497,10
video4498,13
video4499,11
video45,18
video450,9
video4500,18
video4501,11
video4502,8
video4503,20
video4504,13
video4505,6
video4506,12
video4507,10
video4508,10
video4509,7
video451,14
video4510,21
video4511,20
video4512,8
video4513,10
video4514,13
video4515,10
video4516,9
video4517,22
video4518,12
video4519,18
video452,9
video4520,19
video4521,13
video4522,13
video4523,10
video4524,11
video4525,9
video4526,15
video4527,9
video4528,10
video4529,12
video453,17
video4530,9
video4531,10
video4532,10
video4533,7
video4534,16
video4535,10
video4536,8
video4537,19
video4538,16
video4539,16
video454,16
video4540,11
video4541,13
video4542,22
video4543,22
video4544,8
video4545,17
video4546,10
video4547,10
video4548,17
video4549,13
video455,11
video4550,17
video4551,10
video4552,16
video4553,17
video4554,16
video4555,9
video4556,10
video4557,10
video4558,10
video4559,13
video456,10
video4560,17
video4561,11
video4562,10
video4563,13
video4564,9
video4565,9
video4566,16
video4567,20
video4568,8
video4569,19
video457,11
video4570,9
video4571,10
video4572,11
video4573,16
video4574,9
video4575,9
video4576,10
video4577,16
video4578,9
video4579,12
video458,11
video4580,13
video4581,11
video4582,15
video4583,9
video4584,10
video4585,9
video4586,15
video4587,13
video4588,16
video4589,9
video459,10
video4590,10
video4591,15
video4592,10
video4593,13
video4594,12
video4595,13
video4596,13
video4597,19
video4598,10
video4599,8
video46,8
video460,24
video4600,17
video4601,10
video4602,18
video4603,20
video4604,8
video4605,10
video4606,9
video4607,12
video4608,11
video4609,10
video461,10
video4610,10
video4611,14
video4612,9
video4613,11
video4614,10
video4615,15
video4616,10
video4617,24
video4618,8
video4619,9
video462,16
video4620,10
video4621,11
video4622,10
video4623,8
video4624,8
video4625,17
video4626,9
video4627,13
video4628,13
video4629,9
video463,7
video4630,10
video4631,9
video4632,12
video4633,18
video4634,16
video4635,10
video4636,6
video4637,18
video4638,14
video4639,9
video464,14
video4640,10
video4641,16
video4642,10
video4643,11
video4644,16
video4645,13
video4646,11
video4647,9
video4648,10
video4649,13
video465,21
video4650,17
video4651,11
video4652,24
video4653,13
video4654,7
video4655,9
video4656,12
video4657,8
video4658,13
video4659,10
video466,9
video4660,8
video4661,9
video4662,8
video4663,8
video4664,14
video4665,8
video4666,6
video4667,18
video4668,13
video4669,7
video467,10
video4670,13
video4671,10
video4672,9
video4673,10
video4674,11
video4675,9
video4676,9
video4677,7
video4678,8
video4679,11
video468,9
video4680,8
video4681,10
video4682,24
video4683,10
video4684,17
video4685,13
video4686,11
video4687,11
video4688,14
video4689,9
video469,14
video4690,9
video4691,10
video4692,9
video4693,10
video4694,22
video4695,8
video4696,13
video4697,9
video4698,5
video4699,9
video47,9
video470,11
video4700,9
video4701,10
video4702,10
video4703,11
video4704,16
video4705,9
video4706,16
video4707,14
video4708,8
video4709,8
video471,15
video4710,11
video4711,15
video4712,22
video4713,10
video4714,14
video4715,10
video4716,16
video4717,12
video4718,16
video4719,13
video472,15
video4720,10
video4721,8
video4722,10
video4723,10
video4724,9
video4725,9
video4726,10
video4727,10
video4728,15
video4729,22
video473,9
video4730,10
video4731,9
video4732,15
video4733,10
video4734,12
video4735,16
video4736,10
video4737,10
video4738,10
video4739,10
video474,20
video4740,13
video4741,9
video4742,13
video4743,16
video4744,10
video4745,13
video4746,9
video4747,13
video4748,20
video4749,8
video475,9
video4750,12
video4751,17
video4752,10
video4753,12
video4754,9
video4755,10
video4756,13
video4757,19
video4758,10
video4759,8
video476,10
video4760,9
video4761,15
video4762,15
video4763,14
video4764,8
video4765,18
video4766,12
video4767,10
video4768,9
video4769,15
video477,10
video4770,16
video4771,10
video4772,10
video4773,10
video4774,9
video4775,17
video4776,11
video4777,14
video4778,12
video4779,11
video478,14
video4780,16
video4781,10
video4782,14
video4783,10
video4784,9
video4785,10
video4786,22
video4787,8
video4788,20
video4789,19
video479,9
video4790,7
video4791,8
video4792,9
video4793,13
video4794,14
video4795,11
video4796,14
video4797,10
video4798,8
video4799,12
video48,13
video480,10
video4800,8
video4801,9
video4802,18
video4803,9
video4804,10
video4805,21
video4806,12
video4807,10
video4808,23
video4809,17
video481,9
video4810,10
video4811,11
video4812,9
video4813,9
video4814,12
video4815,18
video4816,7
video4817,8
video4818,17
video4819,12
video482,10
video4820,10
video4821,10
video4822,13
video4823,10
video4824,9
video4825,13
video4826,7
video4827,13
video4828,12
video4829,8
video483,13
video4830,20
video4831,13
video4832,10
video4833,16
video4834,11
video4835,24
video4836,10
video4837,12
video4838,15
video4839,10
video484,9
video4840,8
video4841,9
video4842,10
video4843,11
video4844,9
video4845,10
video4846,10
video4847,10
video4848,9
video4849,15
video485,12
video4850,10
video4851,10
video4852,11
video4853,15
video4854,10
video4855,15
video4856,20
video4857,10
video4858,8
video4859,8
video486,9
video4860,13
video4861,19
video4862,8
video4863,9
video4864,10
video4865,13
video4866,18
video4867,11
video4868,10
video4869,10
video487,9
video4870,9
video4871,9
video4872,8
video4873,13
video4874,11
video4875,17
video4876,9
video4877,11
video4878,10
video4879,11
video488,10
video4880,13
video4881,12
video4882,12
video4883,11
video4884,8
video4885,9
video4886,22
video4887,22
video4888,9
video4889,7
video489,13
video4890,9
video4891,10
video4892,9
video4893,11
video4894,8
video4895,12
video4896,8
video4897,17
video4898,13
video4899,9
video49,8
video490,23
video4900,8
video4901,10
video4902,11
video4903,16
video4904,10
video4905,10
video4906,10
video4907,10
video4908,7
video4909,10
video491,12
video4910,24
video4911,10
video4912,10
video4913,7
video4914,9
video4915,14
video4916,16
video4917,13
video4918,11
video4919,11
video492,10
video4920,13
video4921,17
video4922,21
video4923,16
video4924,10
video4925,9
video4926,19
video4927,15
video4928,11
video4929,17
video493,6
video4930,10
video4931,12
video4932,11
video4933,7
video4934,13
video4935,11
video4936,10
video4937,11
video4938,9
video4939,13
video494,8
video4940,12
video4941,7
video4942,10
video4943,11
video4944,20
video4945,10
video4946,10
video4947,10
video4948,10
video4949,9
video495,10
video4950,16
video4951,8
video4952,8
video4953,8
video4954,8
video4955,8
video4956,24
video4957,11
video4958,10
video4959,8
video496,10
video4960,10
video4961,12
video4962,13
video4963,20
video4964,21
video4965,10
video4966,10
video4967,9
video4968,9
video4969,13
video497,10
video4970,18
video4971,8
video4972,9
video4973,9
video4974,17
video4975,9
video4976,8
video4977,7
video4978,17
video4979,11
video498,15
video4980,13
video4981,11
video4982,10
video4983,11
video4984,18
video4985,8
video4986,8
video4987,9
video4988,10
video4989,11
video499,18
video4990,10
video4991,10
video4992,10
video4993,16
video4994,10
video4995,16
video4996,15
video4997,14
video4998,9
video4999,14
video5,9
video50,10
video500,8
video5000,8
video5001,17
video5002,20
video5003,10
video5004,13
video5005,9
video5006,11
video5007,10
video5008,10
video5009,4
video501,11
video5010,16
video5011,8
video5012,12
video5013,16
video5014,10
video5015,8
video5016,8
video5017,13
video5018,9
video5019,10
video502,14
video5020,11
video5021,9
video5022,10
video5023,24
video5024,10
video5025,8
video5026,12
video5027,8
video5028,10
video5029,17
video503,10
video5030,10
video5031,15
video5032,13
video5033,10
video5034,9
video5035,10
video5036,9
video5037,11
video5038,10
video5039,11
video504,14
video5040,10
video5041,8
video5042,14
video5043,10
video5044,12
video5045,10
video5046,15
video5047,19
video5048,24
video5049,9
video505,16
video5050,16
video5051,8
video5052,10
video5053,10
video5054,10
video5055,15
video5056,20
video5057,18
video5058,10
video5059,9
video506,13
video5060,13
video5061,9
video5062,12
video5063,12
video5064,22
video5065,11
video5066,8
video5067,16
video5068,24
video5069,9
video507,10
video5070,10
video5071,9
video5072,9
video5073,8
video5074,10
video5075,10
video5076,19
video5077,10
video5078,10
video5079,13
video508,12
video5080,22
video5081,10
video5082,10
video5083,8
video5084,9
video5085,16
video5086,9
video5087,10
video5088,11
video5089,12
video509,9
video5090,10
video5091,10
video5092,9
video5093,15
video5094,10
video5095,9
video5096,7
video5097,12
video5098,11
video5099,9
video51,10
video510,10
video5100,8
video5101,15
video5102,11
video5103,10
video5104,13
video5105,10
video5106,7
video5107,9
video5108,8
video5109,9
video511,9
video5110,10
video5111,15
video5112,9
video5113,10
video5114,23
video5115,9
video5116,5
video5117,10
video5118,9
video5119,13
video512,9
video5120,9
video5121,16
video5122,10
video5123,14
video5124,8
video5125,10
video5126,10
video5127,6
video5128,6
video5129,9
video513,9
video5130,6
video5131,12
video5132,9
video5133,10
video5134,10
video5135,11
video5136,8
video5137,11
video5138,10
video5139,17
video514,20
video5140,9
video5141,10
video5142,10
video5143,8
video5144,13
video5145,9
video5146,10
video5147,24
video5148,10
video5149,15
video515,7
video5150,8
video5151,12
video5152,16
video5153,8
video5154,15
video5155,8
video5156,9
video5157,17
video5158,8
video5159,9
video516,15
video5160,22
video5161,10
video5162,8
video5163,13
video5164,13
video5165,11
video5166,10
video5167,9
video5168,12
video5169,16
video517,6
video5170,11
video5171,8
video5172,13
video5173,9
video5174,7
video5175,13
video5176,7
video5177,10
video5178,12
video5179,9
video518,7
video5180,12
video5181,13
video5182,19
video5183,8
video5184,13
video5185,8
video5186,23
video5187,12
video5188,9
video5189,17
video519,15
video5190,15
video5191,10
video5192,8
video5193,11
video5194,10
video5195,9
video5196,13
video5197,13
video5198,9
video5199,7
video52,12
video520,10
video5200,12
video5201,9
video5202,10
video5203,10
video5204,22
video5205,11
video5206,16
video5207,10
video5208,19
video5209,12
video521,10
video5210,9
video5211,9
video5212,14
video5213,11
video5214,12
video5215,14
video5216,12
video5217,22
video5218,19
video5219,12
video522,11
video5220,8
video5221,13
video5222,9
video5223,10
video5224,10
video5225,13
video5226,10
video5227,14
video5228,6
video5229,12
video523,10
video5230,10
video5231,9
video5232,8
video5233,13
video5234,10
video5235,10
video5236,9
video5237,10
video5238,8
video5239,10
video524,18
video5240,12
video5241,13
video5242,9
video5243,10
video5244,12
video5245,15
video5246,10
video5247,14
video5248,14
video5249,12
video525,10
video5250,9
video5251,11
video5252,10
video5253,9
video5254,8
video5255,10
video5256,10
video5257,10
video5258,14
video5259,13
video526,13
video5260,13
video5261,11
video5262,8
video5263,10
video5264,10
